"X(um)";"Z(um)"
"694,687 ";"100,535 "
"697,477 ";"100,985 "
"700,266 ";"101,169 "
"703,056 ";"101,049 "
"705,846 ";"100,007 "
"708,636 ";"101,321 "
"711,426 ";"103,034 "
"714,216 ";"104,492 "
"717,006 ";"108,783 "
"719,796 ";"110,342 "
"722,586 ";"110,537 "
"725,376 ";"109,355 "
"728,165 ";"106,247 "
"730,955 ";"104,994 "
"733,745 ";"107,536 "
"736,535 ";"108,770 "
"739,325 ";"106,542 "
"742,115 ";"103,286 "
"744,905 ";"101,702 "
"747,695 ";"99,917 "
"750,485 ";"98,736 "
"753,275 ";"97,749 "
"756,065 ";"96,884 "
"758,854 ";"106,604 "
"761,644 ";"112,569 "
"764,434 ";"114,817 "
"767,224 ";"113,751 "
"770,014 ";"117,587 "
"772,804 ";"115,316 "
"775,594 ";"116,579 "
"778,384 ";"116,407 "
"781,174 ";"115,896 "
"783,964 ";"112,527 "
"786,753 ";"109,353 "
"789,543 ";"109,859 "
"792,333 ";"112,419 "
"795,123 ";"122,714 "
"797,913 ";"145,738 "
"800,703 ";"170,590 "
"803,493 ";"198,149 "
"806,283 ";"227,066 "
"809,073 ";"250,569 "
"811,863 ";"268,750 "
"814,653 ";"281,924 "
"817,442 ";"290,148 "
"820,232 ";"294,524 "
"823,022 ";"296,997 "
"825,812 ";"298,364 "
"828,602 ";"299,046 "
"831,392 ";"300,087 "
"834,182 ";"301,715 "
"836,972 ";"303,280 "
"839,762 ";"304,700 "
"842,552 ";"305,719 "
"845,342 ";"305,977 "
"848,131 ";"305,073 "
"850,921 ";"304,256 "
"853,711 ";"307,154 "
"856,501 ";"313,041 "
"859,291 ";"318,224 "
"862,081 ";"322,291 "
"864,871 ";"326,159 "
"867,661 ";"320,297 "
"870,451 ";"321,116 "
"873,241 ";"324,113 "
"876,030 ";"330,092 "
"878,820 ";"337,311 "
"881,610 ";"339,826 "
"884,400 ";"340,336 "
"887,190 ";"340,367 "
"889,980 ";"338,620 "
"892,770 ";"338,932 "
"895,560 ";"344,636 "
"898,350 ";"346,345 "
"901,140 ";"346,548 "
"903,930 ";"346,780 "
"906,719 ";"342,601 "
"909,509 ";"338,130 "
"912,299 ";"338,004 "
"915,089 ";"344,121 "
"917,879 ";"343,302 "
"920,669 ";"337,463 "
"923,459 ";"334,516 "
"926,249 ";"334,393 "
"929,039 ";"334,552 "
"931,829 ";"335,632 "
"934,619 ";"336,764 "
"937,408 ";"335,722 "
"940,198 ";"333,953 "
"942,988 ";"335,219 "
"945,778 ";"335,814 "
"948,568 ";"334,033 "
"951,358 ";"334,409 "
"954,148 ";"334,390 "
"956,938 ";"334,196 "
"959,728 ";"336,432 "
"962,518 ";"337,338 "
"965,307 ";"336,563 "
"968,097 ";"335,719 "
"970,887 ";"337,215 "
"973,677 ";"337,595 "
"976,467 ";"338,354 "
"979,257 ";"338,799 "
"982,047 ";"338,965 "
"984,837 ";"339,745 "
"987,627 ";"341,121 "
"990,417 ";"342,378 "
"993,207 ";"342,818 "
"995,996 ";"343,925 "
"998,786 ";"343,380 "
"1001,576 ";"342,438 "
"1004,366 ";"342,029 "
"1007,156 ";"342,455 "
"1009,946 ";"343,430 "
"1012,736 ";"344,827 "
"1015,526 ";"346,434 "
"1018,316 ";"346,625 "
"1021,106 ";"346,876 "
"1023,896 ";"347,838 "
"1026,685 ";"345,589 "
"1029,475 ";"348,144 "
"1032,265 ";"348,903 "
"1035,055 ";"350,374 "
"1037,845 ";"350,709 "
"1040,635 ";"347,091 "
"1043,425 ";"343,649 "
"1046,215 ";"341,472 "
"1049,005 ";"338,029 "
"1051,795 ";"335,393 "
"1054,584 ";"333,641 "
"1057,374 ";"335,618 "
"1060,164 ";"337,972 "
"1062,954 ";"339,870 "
"1065,744 ";"341,146 "
"1068,534 ";"342,105 "
"1071,324 ";"343,010 "
"1074,114 ";"344,315 "
"1076,904 ";"346,476 "
"1079,694 ";"345,921 "
"1082,484 ";"347,453 "
"1085,273 ";"349,297 "
"1088,063 ";"352,131 "
"1090,853 ";"349,245 "
"1093,643 ";"347,303 "
"1096,433 ";"347,384 "
"1099,223 ";"346,615 "
"1102,013 ";"346,303 "
"1104,803 ";"348,645 "
"1107,593 ";"345,318 "
"1110,383 ";"343,309 "
"1113,172 ";"341,301 "
"1115,962 ";"340,308 "
"1118,752 ";"340,122 "
"1121,542 ";"338,956 "
"1124,332 ";"339,960 "
"1127,122 ";"340,592 "
"1129,912 ";"343,776 "
"1132,702 ";"346,200 "
"1135,492 ";"346,555 "
"1138,282 ";"345,018 "
"1141,072 ";"343,454 "
"1143,861 ";"341,728 "
"1146,651 ";"340,457 "
"1149,441 ";"339,268 "
"1152,231 ";"335,133 "
"1155,021 ";"332,832 "
"1157,811 ";"333,831 "
"1160,601 ";"333,403 "
"1163,391 ";"333,544 "
"1166,181 ";"331,092 "
"1168,971 ";"331,807 "
"1171,761 ";"330,817 "
"1174,550 ";"328,524 "
"1177,340 ";"325,296 "
"1180,130 ";"321,579 "
"1182,920 ";"317,817 "
"1185,710 ";"314,426 "
"1188,500 ";"311,802 "
"1191,290 ";"310,266 "
"1194,080 ";"312,711 "
"1196,870 ";"304,477 "
"1199,660 ";"299,284 "
"1202,449 ";"291,946 "
"1205,239 ";"289,873 "
"1208,029 ";"291,751 "
"1210,819 ";"293,188 "
"1213,609 ";"303,589 "
"1216,399 ";"320,481 "
"1219,189 ";"337,984 "
"1221,979 ";"353,778 "
"1224,769 ";"366,690 "
"1227,559 ";"376,619 "
"1230,349 ";"392,797 "
"1233,138 ";"411,005 "
"1235,928 ";"431,890 "
"1238,718 ";"453,538 "
"1241,508 ";"477,948 "
"1244,298 ";"499,204 "
"1247,088 ";"517,171 "
"1249,878 ";"526,861 "
"1252,668 ";"529,752 "
"1255,458 ";"532,534 "
"1258,248 ";"534,889 "
"1261,038 ";"536,503 "
"1263,827 ";"537,146 "
"1266,617 ";"535,607 "
"1269,407 ";"532,784 "
"1272,197 ";"532,807 "
"1274,987 ";"532,964 "
"1277,777 ";"532,545 "
"1280,567 ";"531,447 "
"1283,357 ";"529,937 "
"1286,147 ";"528,534 "
"1288,937 ";"527,360 "
"1291,726 ";"530,228 "
"1294,516 ";"534,867 "
"1297,306 ";"546,546 "
"1300,096 ";"559,666 "
"1302,886 ";"572,647 "
"1305,676 ";"580,698 "
"1308,466 ";"584,497 "
"1311,256 ";"585,321 "
"1314,046 ";"587,073 "
"1316,836 ";"589,036 "
"1319,626 ";"591,024 "
"1322,415 ";"596,375 "
"1325,205 ";"600,223 "
"1327,995 ";"602,822 "
"1330,785 ";"603,525 "
"1333,575 ";"608,574 "
"1336,365 ";"619,035 "
"1339,155 ";"629,579 "
"1341,945 ";"639,901 "
"1344,735 ";"640,103 "
"1347,525 ";"641,101 "
"1350,315 ";"642,764 "
"1353,104 ";"642,113 "
"1355,894 ";"643,859 "
"1358,684 ";"644,993 "
"1361,474 ";"644,063 "
"1364,264 ";"643,734 "
"1367,054 ";"643,772 "
"1369,844 ";"639,827 "
"1372,634 ";"638,071 "
"1375,424 ";"639,737 "
"1378,214 ";"639,890 "
"1381,003 ";"638,759 "
"1383,793 ";"641,201 "
"1386,583 ";"639,361 "
"1389,373 ";"643,445 "
"1392,163 ";"644,948 "
"1394,953 ";"646,806 "
"1397,743 ";"641,455 "
"1400,533 ";"640,369 "
"1403,323 ";"638,963 "
"1406,113 ";"642,293 "
"1408,903 ";"640,572 "
"1411,692 ";"643,940 "
"1414,482 ";"642,595 "
"1417,272 ";"640,852 "
"1420,062 ";"636,094 "
"1422,852 ";"635,550 "
"1425,642 ";"634,038 "
"1428,432 ";"634,869 "
"1431,222 ";"632,520 "
"1434,012 ";"633,770 "
"1436,802 ";"633,103 "
"1439,591 ";"631,272 "
"1442,381 ";"630,580 "
"1445,171 ";"625,356 "
"1447,961 ";"622,352 "
"1450,751 ";"619,785 "
"1453,541 ";"617,117 "
"1456,331 ";"616,103 "
"1459,121 ";"611,948 "
"1461,911 ";"611,353 "
"1464,701 ";"606,001 "
"1467,491 ";"605,987 "
"1470,280 ";"605,146 "
"1473,070 ";"605,625 "
"1475,860 ";"608,373 "
"1478,650 ";"610,494 "
"1481,440 ";"613,874 "
"1484,230 ";"622,007 "
"1487,020 ";"639,121 "
"1489,810 ";"660,512 "
"1492,600 ";"682,089 "
"1495,390 ";"703,111 "
"1498,180 ";"723,504 "
"1500,969 ";"739,296 "
"1503,759 ";"744,107 "
"1506,549 ";"748,680 "
"1509,339 ";"751,397 "
"1512,129 ";"753,652 "
"1514,919 ";"755,540 "
"1517,709 ";"768,831 "
"1520,499 ";"774,098 "
"1523,289 ";"771,392 "
"1526,079 ";"777,591 "
"1528,868 ";"777,016 "
"1531,658 ";"775,872 "
"1534,448 ";"770,524 "
"1537,238 ";"771,035 "
"1540,028 ";"770,847 "
"1542,818 ";"770,770 "
"1545,608 ";"771,146 "
"1548,398 ";"778,671 "
"1551,188 ";"788,143 "
"1553,978 ";"793,607 "
"1556,768 ";"795,229 "
"1559,557 ";"796,307 "
"1562,347 ";"794,332 "
"1565,137 ";"794,495 "
"1567,927 ";"796,019 "
"1570,717 ";"796,364 "
"1573,507 ";"796,061 "
"1576,297 ";"795,276 "
"1579,087 ";"800,234 "
"1581,877 ";"796,467 "
"1584,667 ";"794,446 "
"1587,457 ";"794,372 "
"1590,246 ";"794,338 "
"1593,036 ";"796,092 "
"1595,826 ";"800,364 "
"1598,616 ";"799,981 "
"1601,406 ";"796,835 "
"1604,196 ";"803,427 "
"1606,986 ";"799,268 "
"1609,776 ";"798,668 "
"1612,566 ";"801,730 "
"1615,356 ";"803,312 "
"1618,145 ";"804,528 "
"1620,935 ";"807,021 "
"1623,725 ";"808,836 "
"1626,515 ";"808,685 "
"1629,305 ";"804,193 "
"1632,095 ";"802,055 "
"1634,885 ";"800,422 "
"1637,675 ";"804,065 "
"1640,465 ";"806,486 "
"1643,255 ";"808,942 "
"1646,045 ";"811,456 "
"1648,834 ";"813,213 "
"1651,624 ";"812,883 "
"1654,414 ";"813,891 "
"1657,204 ";"816,215 "
"1659,994 ";"814,077 "
"1662,784 ";"812,474 "
"1665,574 ";"813,187 "
"1668,364 ";"822,325 "
"1671,154 ";"815,304 "
"1673,944 ";"815,451 "
"1676,734 ";"815,464 "
"1679,523 ";"817,160 "
"1682,313 ";"820,667 "
"1685,103 ";"818,694 "
"1687,893 ";"817,506 "
"1690,683 ";"813,489 "
"1693,473 ";"803,875 "
"1696,263 ";"805,131 "
"1699,053 ";"808,725 "
"1701,843 ";"808,516 "
"1704,633 ";"806,212 "
"1707,422 ";"813,154 "
"1710,212 ";"827,010 "
"1713,002 ";"829,172 "
"1715,792 ";"827,098 "
"1718,582 ";"845,945 "
"1721,372 ";"868,663 "
"1724,162 ";"889,905 "
"1726,952 ";"909,681 "
"1729,742 ";"927,712 "
"1732,532 ";"944,137 "
"1735,322 ";"959,511 "
"1738,111 ";"974,569 "
"1740,901 ";"989,987 "
"1743,691 ";"1005,941 "
"1746,481 ";"1014,980 "
"1749,271 ";"1012,685 "
"1752,061 ";"1017,337 "
"1754,851 ";"1018,268 "
"1757,641 ";"1021,205 "
"1760,431 ";"1021,470 "
"1763,221 ";"1017,465 "
"1766,010 ";"1010,612 "
"1768,800 ";"1011,515 "
"1771,590 ";"1014,010 "
"1774,380 ";"1018,663 "
"1777,170 ";"1018,968 "
"1779,960 ";"1015,753 "
"1782,750 ";"1011,906 "
"1785,540 ";"1007,802 "
"1788,330 ";"1003,950 "
"1791,120 ";"1003,874 "
"1793,910 ";"1002,631 "
"1796,699 ";"1001,503 "
"1799,489 ";"1002,200 "
"1802,279 ";"1000,307 "
"1805,069 ";"1001,769 "
"1807,859 ";"1001,397 "
"1810,649 ";"1001,276 "
"1813,439 ";"1000,896 "
"1816,229 ";"1001,778 "
"1819,019 ";"1001,928 "
"1821,809 ";"994,785 "
"1824,599 ";"985,474 "
"1827,388 ";"980,996 "
"1830,178 ";"982,769 "
"1832,968 ";"982,365 "
"1835,758 ";"985,700 "
"1838,548 ";"994,098 "
"1841,338 ";"1004,462 "
"1844,128 ";"1006,779 "
"1846,918 ";"1010,802 "
"1849,708 ";"1009,639 "
"1852,498 ";"1004,940 "
"1855,287 ";"1005,183 "
"1858,077 ";"1006,861 "
"1860,867 ";"1007,760 "
"1863,657 ";"1008,248 "
"1866,447 ";"1008,978 "
"1869,237 ";"1011,037 "
"1872,027 ";"1008,379 "
"1874,817 ";"1009,191 "
"1877,607 ";"1009,157 "
"1880,397 ";"1009,480 "
"1883,187 ";"1011,504 "
"1885,976 ";"1008,907 "
"1888,766 ";"1011,544 "
"1891,556 ";"1011,420 "
"1894,346 ";"1011,771 "
"1897,136 ";"1011,963 "
"1899,926 ";"1010,831 "
"1902,716 ";"1011,303 "
"1905,506 ";"1013,200 "
"1908,296 ";"1014,747 "
"1911,086 ";"1018,097 "
"1913,876 ";"1019,272 "
"1916,665 ";"1017,938 "
"1919,455 ";"1029,418 "
"1922,245 ";"1042,006 "
"1925,035 ";"1049,951 "
"1927,825 ";"1050,634 "
"1930,615 ";"1051,465 "
"1933,405 ";"1049,729 "
"1936,195 ";"1045,406 "
"1938,985 ";"1052,880 "
"1941,775 ";"1065,841 "
"1944,564 ";"1087,758 "
"1947,354 ";"1105,779 "
"1950,144 ";"1119,708 "
"1952,934 ";"1132,689 "
"1955,724 ";"1145,421 "
"1958,514 ";"1151,087 "
"1961,304 ";"1155,709 "
"1964,094 ";"1153,975 "
"1966,884 ";"1160,385 "
"1969,674 ";"1156,748 "
"1972,464 ";"1155,878 "
"1975,253 ";"1154,634 "
"1978,043 ";"1159,553 "
"1980,833 ";"1160,552 "
"1983,623 ";"1162,314 "
"1986,413 ";"1169,269 "
"1989,203 ";"1171,860 "
"1991,993 ";"1178,963 "
"1994,783 ";"1186,807 "
"1997,573 ";"1195,227 "
"2000,363 ";"1204,415 "
"2003,153 ";"1213,746 "
"2005,942 ";"1217,436 "
"2008,732 ";"1219,444 "
"2011,522 ";"1212,277 "
"2014,312 ";"1205,259 "
"2017,102 ";"1197,870 "
"2019,892 ";"1191,721 "
"2022,682 ";"1178,307 "
"2025,472 ";"1182,377 "
"2028,262 ";"1184,157 "
"2031,052 ";"1190,834 "
"2033,841 ";"1187,934 "
"2036,631 ";"1187,130 "
"2039,421 ";"1199,931 "
"2042,211 ";"1207,304 "
"2045,001 ";"1211,986 "
"2047,791 ";"1216,800 "
"2050,581 ";"1220,981 "
"2053,371 ";"1219,589 "
"2056,161 ";"1216,169 "
"2058,951 ";"1215,109 "
"2061,741 ";"1215,282 "
"2064,530 ";"1217,718 "
"2067,320 ";"1219,404 "
"2070,110 ";"1219,541 "
"2072,900 ";"1218,926 "
"2075,690 ";"1219,233 "
"2078,480 ";"1219,253 "
"2081,270 ";"1220,837 "
"2084,060 ";"1222,312 "
"2086,850 ";"1220,698 "
"2089,640 ";"1221,734 "
"2092,430 ";"1219,502 "
"2095,219 ";"1221,689 "
"2098,009 ";"1222,649 "
"2100,799 ";"1224,379 "
"2103,589 ";"1226,658 "
"2106,379 ";"1226,017 "
"2109,169 ";"1223,661 "
"2111,959 ";"1222,449 "
"2114,749 ";"1225,085 "
"2117,539 ";"1224,068 "
"2120,329 ";"1224,217 "
"2123,118 ";"1223,816 "
"2125,908 ";"1223,187 "
"2128,698 ";"1222,228 "
"2131,488 ";"1218,218 "
"2134,278 ";"1213,052 "
"2137,068 ";"1208,308 "
"2139,858 ";"1209,328 "
"2142,648 ";"1214,207 "
"2145,438 ";"1219,479 "
"2148,228 ";"1219,846 "
"2151,018 ";"1224,998 "
"2153,807 ";"1224,171 "
"2156,597 ";"1228,786 "
"2159,387 ";"1225,284 "
"2162,177 ";"1229,804 "
"2164,967 ";"1240,707 "
"2167,757 ";"1257,326 "
"2170,547 ";"1267,220 "
"2173,337 ";"1278,577 "
"2176,127 ";"1292,297 "
"2178,917 ";"1307,919 "
"2181,706 ";"1324,784 "
"2184,496 ";"1342,470 "
"2187,286 ";"1359,850 "
"2190,076 ";"1365,418 "
"2192,866 ";"1369,251 "
"2195,656 ";"1373,332 "
"2198,446 ";"1376,468 "
"2201,236 ";"1377,784 "
"2204,026 ";"1378,145 "
"2206,816 ";"1376,390 "
"2209,606 ";"1373,955 "
"2212,395 ";"1373,382 "
"2215,185 ";"1369,692 "
"2217,975 ";"1372,577 "
"2220,765 ";"1374,903 "
"2223,555 ";"1379,384 "
"2226,345 ";"1381,575 "
"2229,135 ";"1378,881 "
"2231,925 ";"1379,207 "
"2234,715 ";"1380,983 "
"2237,505 ";"1383,076 "
"2240,295 ";"1384,797 "
"2243,084 ";"1386,518 "
"2245,874 ";"1385,023 "
"2248,664 ";"1372,124 "
"2251,454 ";"1366,470 "
"2254,244 ";"1365,359 "
"2257,034 ";"1365,465 "
"2259,824 ";"1370,011 "
"2262,614 ";"1372,916 "
"2265,404 ";"1373,810 "
"2268,194 ";"1372,623 "
"2270,983 ";"1369,172 "
"2273,773 ";"1366,615 "
"2276,563 ";"1368,658 "
"2279,353 ";"1372,908 "
"2282,143 ";"1379,368 "
"2284,933 ";"1386,493 "
"2287,723 ";"1393,189 "
"2290,513 ";"1398,604 "
"2293,303 ";"1404,860 "
"2296,093 ";"1417,776 "
"2298,883 ";"1423,641 "
"2301,672 ";"1428,207 "
"2304,462 ";"1430,662 "
"2307,252 ";"1432,745 "
"2310,042 ";"1437,062 "
"2312,832 ";"1437,070 "
"2315,622 ";"1433,249 "
"2318,412 ";"1427,259 "
"2321,202 ";"1430,085 "
"2323,992 ";"1433,448 "
"2326,782 ";"1434,548 "
"2329,572 ";"1427,635 "
"2332,361 ";"1427,437 "
"2335,151 ";"1427,271 "
"2337,941 ";"1423,776 "
"2340,731 ";"1419,622 "
"2343,521 ";"1413,267 "
"2346,311 ";"1406,439 "
"2349,101 ";"1408,410 "
"2351,891 ";"1414,758 "
"2354,681 ";"1423,666 "
"2357,471 ";"1426,951 "
"2360,260 ";"1424,909 "
"2363,050 ";"1423,488 "
"2365,840 ";"1427,554 "
"2368,630 ";"1440,112 "
"2371,420 ";"1448,281 "
"2374,210 ";"1454,303 "
"2377,000 ";"1459,412 "
"2379,790 ";"1462,511 "
"2382,580 ";"1460,903 "
"2385,370 ";"1460,546 "
"2388,160 ";"1458,721 "
"2390,949 ";"1495,082 "
"2393,739 ";"1533,794 "
"2396,529 ";"1570,434 "
"2399,319 ";"1578,989 "
"2402,109 ";"1580,809 "
"2404,899 ";"1584,234 "
"2407,689 ";"1581,712 "
"2410,479 ";"1585,149 "
"2413,269 ";"1585,765 "
"2416,059 ";"1583,590 "
"2418,849 ";"1584,794 "
"2421,638 ";"1582,616 "
"2424,428 ";"1581,218 "
"2427,218 ";"1580,379 "
"2430,008 ";"1579,181 "
"2432,798 ";"1579,372 "
"2435,588 ";"1581,549 "
"2438,378 ";"1583,961 "
"2441,168 ";"1585,766 "
"2443,958 ";"1587,929 "
"2446,748 ";"1592,334 "
"2449,537 ";"1598,656 "
"2452,327 ";"1605,231 "
"2455,117 ";"1611,349 "
"2457,907 ";"1616,325 "
"2460,697 ";"1619,725 "
"2463,487 ";"1621,594 "
"2466,277 ";"1622,789 "
"2469,067 ";"1625,020 "
"2471,857 ";"1628,695 "
"2474,647 ";"1632,921 "
"2477,437 ";"1637,406 "
"2480,226 ";"1640,816 "
"2483,016 ";"1641,759 "
"2485,806 ";"1642,981 "
"2488,596 ";"1640,135 "
"2491,386 ";"1637,170 "
"2494,176 ";"1636,437 "
"2496,966 ";"1633,683 "
"2499,756 ";"1628,816 "
"2502,546 ";"1626,601 "
"2505,336 ";"1625,748 "
"2508,125 ";"1626,333 "
"2510,915 ";"1629,438 "
"2513,705 ";"1631,638 "
"2516,495 ";"1633,516 "
"2519,285 ";"1635,112 "
"2522,075 ";"1635,250 "
"2524,865 ";"1633,766 "
"2527,655 ";"1623,124 "
"2530,445 ";"1619,281 "
"2533,235 ";"1617,522 "
"2536,025 ";"1629,629 "
"2538,814 ";"1629,144 "
"2541,604 ";"1625,523 "
"2544,394 ";"1614,406 "
"2547,184 ";"1616,162 "
"2549,974 ";"1617,812 "
"2552,764 ";"1615,679 "
"2555,554 ";"1613,937 "
"2558,344 ";"1614,304 "
"2561,134 ";"1615,080 "
"2563,924 ";"1614,528 "
"2566,714 ";"1608,695 "
"2569,503 ";"1600,840 "
"2572,293 ";"1590,818 "
"2575,083 ";"1593,369 "
"2577,873 ";"1595,782 "
"2580,663 ";"1603,197 "
"2583,453 ";"1621,518 "
"2586,243 ";"1637,832 "
"2589,033 ";"1646,602 "
"2591,823 ";"1652,435 "
"2594,613 ";"1657,860 "
"2597,402 ";"1663,141 "
"2600,192 ";"1671,225 "
"2602,982 ";"1680,932 "
"2605,772 ";"1692,140 "
